compliantid,policyid,transactionref,description,status,datetime
COM-358,PLY-90,TXN-COM-358,Change of contact number,rejected,2015-07-20
COM-359,PLY-90,TXN-COM-359,Portal access,resolved,2017-09-22
COM-360,PLY-90,TXN-COM-360,Change of contact number,resolved,2015-04-28
COM-361,PLY-90,TXN-COM-361,Change of mailing address,resolved,2018-01-31
COM-362,PLY-90,TXN-COM-362,Online portal not working,rejected,2017-06-28
COM-363,PLY-91,TXN-COM-363,Online portal not working,rejected,2016-03-22
COM-364,PLY-91,TXN-COM-364,Online portal not working,resolved,2016-02-03
COM-365,PLY-91,TXN-COM-365,Portal stuck in middle,rejected,2015-04-06
COM-366,PLY-92,TXN-COM-366,Portal access,resolved,2017-08-11
COM-367,PLY-92,TXN-COM-367,Online portal not working,resolved,2017-02-16
COM-368,PLY-92,TXN-COM-368,Portal stuck in middle,resolved,2015-09-30
COM-369,PLY-92,TXN-COM-369,Change of mailing address,resolved,2018-03-27
COM-370,PLY-92,TXN-COM-370,Portal access,resolved,2015-12-12
COM-371,PLY-93,TXN-COM-371,Renewal intimation letter not received,rejected,2015-12-18
COM-372,PLY-93,TXN-COM-372,Change of mailing address,resolved,2017-08-22
COM-373,PLY-93,TXN-COM-373,Portal stuck in middle,resolved,2016-06-13
COM-374,PLY-94,TXN-COM-374,Portal access,resolved,2015-05-15
COM-375,PLY-94,TXN-COM-375,Portal stuck in middle,resolved,2018-05-04
COM-376,PLY-94,TXN-COM-376,Portal access,resolved,2017-08-26
COM-377,PLY-94,TXN-COM-377,Portal stuck in middle,rejected,2017-06-14
COM-378,PLY-94,TXN-COM-378,Portal stuck in middle,resolved,2015-06-16
COM-379,PLY-95,TXN-COM-379,Portal stuck in middle,resolved,2017-11-04
COM-380,PLY-95,TXN-COM-380,Renewal intimation letter not received,resolved,2015-07-11
COM-381,PLY-95,TXN-COM-381,Change of mailing address,resolved,2015-03-31
COM-382,PLY-96,TXN-COM-382,Change of contact number,resolved,2016-05-21
COM-383,PLY-96,TXN-COM-383,Portal stuck in middle,resolved,2018-04-11
COM-384,PLY-96,TXN-COM-384,Change of mailing address,resolved,2016-07-06
COM-385,PLY-96,TXN-COM-385,Renewal intimation letter not received,resolved,2016-05-09
COM-386,PLY-96,TXN-COM-386,Change of mailing address,resolved,2016-07-26
COM-387,PLY-97,TXN-COM-387,Portal access,rejected,2015-09-06
COM-388,PLY-97,TXN-COM-388,Portal access,resolved,2017-09-21
COM-389,PLY-97,TXN-COM-389,Portal access,resolved,2017-09-27
COM-390,PLY-98,TXN-COM-390,Portal access,resolved,2018-08-18
COM-391,PLY-98,TXN-COM-391,Renewal intimation letter not received,resolved,2015-09-03
COM-392,PLY-98,TXN-COM-392,Renewal intimation letter not received,resolved,2017-03-19
COM-393,PLY-98,TXN-COM-393,Portal access,resolved,2017-04-22
COM-394,PLY-98,TXN-COM-394,Portal access,resolved,2017-06-04
COM-395,PLY-99,TXN-COM-395,Renewal intimation letter not received,resolved,2016-01-17
COM-396,PLY-99,TXN-COM-396,Portal access,resolved,2018-12-17
COM-397,PLY-99,TXN-COM-397,Change of mailing address,resolved,2017-07-29
COM-398,PLY-100,TXN-COM-398,Portal access,resolved,2016-01-08
COM-399,PLY-100,TXN-COM-399,Portal stuck in middle,resolved,2018-12-19
COM-400,PLY-100,TXN-COM-400,Renewal intimation letter not received,resolved,2015-05-13
COM-401,PLY-100,TXN-COM-401,Change of mailing address,rejected,2018-02-05
COM-402,PLY-100,TXN-COM-402,Change of mailing address,resolved,2017-10-13
COM-403,PLY-101,TXN-COM-403,Portal stuck in middle,resolved,2015-05-23
COM-404,PLY-101,TXN-COM-404,Online portal not working,rejected,2016-03-13
COM-405,PLY-101,TXN-COM-405,Portal access,rejected,2016-08-08
COM-406,PLY-102,TXN-COM-406,Portal access,resolved,2015-11-16
COM-407,PLY-102,TXN-COM-407,Change of contact number,rejected,2018-01-16
COM-408,PLY-102,TXN-COM-408,Online portal not working,rejected,2016-01-28
COM-409,PLY-102,TXN-COM-409,Renewal intimation letter not received,resolved,2016-11-14
COM-410,PLY-102,TXN-COM-410,Portal stuck in middle,resolved,2018-01-22
COM-411,PLY-103,TXN-COM-411,Portal stuck in middle,resolved,2016-02-29
COM-412,PLY-103,TXN-COM-412,Change of contact number,resolved,2017-12-29
COM-413,PLY-103,TXN-COM-413,Change of mailing address,resolved,2015-05-20
COM-414,PLY-104,TXN-COM-414,Change of contact number,resolved,2016-05-30
COM-415,PLY-104,TXN-COM-415,Renewal intimation letter not received,rejected,2018-06-10
COM-416,PLY-104,TXN-COM-416,Portal stuck in middle,resolved,2015-01-21
COM-417,PLY-104,TXN-COM-417,Renewal intimation letter not received,resolved,2016-05-28
COM-418,PLY-104,TXN-COM-418,Change of contact number,resolved,2017-07-04
COM-419,PLY-105,TXN-COM-419,Portal stuck in middle,resolved,2015-01-24
COM-420,PLY-105,TXN-COM-420,Change of contact number,resolved,2015-02-18
COM-421,PLY-105,TXN-COM-421,Portal access,resolved,2016-10-19
COM-422,PLY-106,TXN-COM-422,Online portal not working,resolved,2017-01-17
COM-423,PLY-106,TXN-COM-423,Portal access,resolved,2016-05-09
COM-424,PLY-106,TXN-COM-424,Online portal not working,resolved,2015-04-07
COM-425,PLY-106,TXN-COM-425,Portal stuck in middle,resolved,2018-12-10
COM-426,PLY-106,TXN-COM-426,Portal stuck in middle,resolved,2018-12-12
COM-427,PLY-107,TXN-COM-427,Change of mailing address,resolved,2018-08-05
COM-428,PLY-107,TXN-COM-428,Online portal not working,rejected,2018-11-12
COM-429,PLY-107,TXN-COM-429,Change of mailing address,resolved,2015-03-16
COM-430,PLY-108,TXN-COM-430,Change of mailing address,resolved,2016-04-04
COM-431,PLY-108,TXN-COM-431,Renewal intimation letter not received,rejected,2015-06-26
COM-432,PLY-108,TXN-COM-432,Online portal not working,resolved,2015-01-10
COM-433,PLY-108,TXN-COM-433,Change of mailing address,resolved,2015-02-14
COM-434,PLY-108,TXN-COM-434,Online portal not working,resolved,2016-10-05
COM-435,PLY-109,TXN-COM-435,Portal stuck in middle,resolved,2017-11-21
COM-436,PLY-109,TXN-COM-436,Change of contact number,resolved,2017-06-03
COM-437,PLY-109,TXN-COM-437,Online portal not working,resolved,2015-03-19
COM-438,PLY-110,TXN-COM-438,Change of mailing address,resolved,2016-03-08
COM-439,PLY-110,TXN-COM-439,Online portal not working,resolved,2018-08-29
COM-440,PLY-110,TXN-COM-440,Renewal intimation letter not received,resolved,2015-06-01
COM-441,PLY-110,TXN-COM-441,Portal access,resolved,2015-07-17
COM-442,PLY-110,TXN-COM-442,Change of contact number,resolved,2016-12-02
COM-443,PLY-111,TXN-COM-443,Portal stuck in middle,rejected,2016-02-29
COM-444,PLY-111,TXN-COM-444,Change of contact number,resolved,2018-02-22
COM-445,PLY-111,TXN-COM-445,Online portal not working,rejected,2017-10-16
COM-446,PLY-112,TXN-COM-446,Change of mailing address,resolved,2016-01-03
COM-447,PLY-112,TXN-COM-447,Change of contact number,resolved,2015-02-26
COM-448,PLY-112,TXN-COM-448,Change of contact number,resolved,2016-02-06
COM-449,PLY-112,TXN-COM-449,Change of contact number,resolved,2017-04-03
COM-450,PLY-112,TXN-COM-450,Change of mailing address,rejected,2015-08-10
COM-451,PLY-113,TXN-COM-451,Portal stuck in middle,resolved,2017-07-09
COM-452,PLY-113,TXN-COM-452,Online portal not working,resolved,2016-06-30
COM-453,PLY-113,TXN-COM-453,Renewal intimation letter not received,resolved,2017-07-16
COM-454,PLY-114,TXN-COM-454,Renewal intimation letter not received,resolved,2018-02-03
COM-455,PLY-114,TXN-COM-455,Online portal not working,resolved,2017-08-26
COM-456,PLY-114,TXN-COM-456,Renewal intimation letter not received,rejected,2018-04-11
COM-457,PLY-114,TXN-COM-457,Online portal not working,resolved,2015-02-11
COM-458,PLY-114,TXN-COM-458,Renewal intimation letter not received,resolved,2015-04-05
COM-459,PLY-115,TXN-COM-459,Change of mailing address,resolved,2016-07-21
COM-460,PLY-115,TXN-COM-460,Online portal not working,rejected,2016-04-06
COM-461,PLY-115,TXN-COM-461,Portal stuck in middle,resolved,2018-07-24
COM-462,PLY-116,TXN-COM-462,Change of contact number,resolved,2018-11-10
COM-463,PLY-116,TXN-COM-463,Renewal intimation letter not received,resolved,2018-12-27
COM-464,PLY-116,TXN-COM-464,Portal access,rejected,2018-09-20
COM-465,PLY-116,TXN-COM-465,Change of mailing address,rejected,2015-12-09
COM-466,PLY-116,TXN-COM-466,Portal access,rejected,2018-12-09
COM-467,PLY-117,TXN-COM-467,Change of contact number,resolved,2015-12-02
COM-468,PLY-117,TXN-COM-468,Portal stuck in middle,resolved,2017-01-31
COM-469,PLY-117,TXN-COM-469,Portal access,resolved,2018-12-11
COM-470,PLY-118,TXN-COM-470,Online portal not working,rejected,2017-12-11
COM-471,PLY-118,TXN-COM-471,Change of mailing address,resolved,2015-01-24
COM-472,PLY-118,TXN-COM-472,Renewal intimation letter not received,resolved,2018-05-27
COM-473,PLY-118,TXN-COM-473,Online portal not working,resolved,2015-06-15
COM-474,PLY-118,TXN-COM-474,Online portal not working,rejected,2018-03-09
COM-475,PLY-119,TXN-COM-475,Portal stuck in middle,resolved,2015-07-17
COM-476,PLY-119,TXN-COM-476,Online portal not working,resolved,2017-06-10
COM-477,PLY-119,TXN-COM-477,Online portal not working,rejected,2018-03-26
COM-478,PLY-120,TXN-COM-478,Change of contact number,resolved,2017-03-06
COM-479,PLY-120,TXN-COM-479,Portal access,resolved,2018-11-18
COM-480,PLY-120,TXN-COM-480,Renewal intimation letter not received,resolved,2018-09-09
COM-481,PLY-120,TXN-COM-481,Change of mailing address,resolved,2018-08-10
COM-482,PLY-120,TXN-COM-482,Portal stuck in middle,rejected,2015-04-01
COM-483,PLY-121,TXN-COM-483,Portal access,resolved,2017-09-12
COM-484,PLY-121,TXN-COM-484,Renewal intimation letter not received,resolved,2015-08-16
COM-485,PLY-121,TXN-COM-485,Portal stuck in middle,resolved,2015-07-13
COM-486,PLY-122,TXN-COM-486,Portal stuck in middle,resolved,2018-12-17
COM-487,PLY-122,TXN-COM-487,Renewal intimation letter not received,resolved,2015-07-02
COM-488,PLY-122,TXN-COM-488,Portal stuck in middle,resolved,2015-06-09
COM-489,PLY-122,TXN-COM-489,Portal stuck in middle,resolved,2016-01-09
COM-490,PLY-122,TXN-COM-490,Portal stuck in middle,resolved,2017-11-04
COM-491,PLY-123,TXN-COM-491,Online portal not working,resolved,2018-11-07
COM-492,PLY-123,TXN-COM-492,Online portal not working,rejected,2015-09-17
COM-493,PLY-123,TXN-COM-493,Change of mailing address,rejected,2015-10-20
COM-494,PLY-124,TXN-COM-494,Change of contact number,resolved,2017-04-22
COM-495,PLY-124,TXN-COM-495,Renewal intimation letter not received,resolved,2016-07-01
COM-496,PLY-124,TXN-COM-496,Portal access,resolved,2018-08-22
COM-497,PLY-124,TXN-COM-497,Portal stuck in middle,resolved,2018-03-10
COM-498,PLY-124,TXN-COM-498,Change of mailing address,resolved,2015-10-16
COM-499,PLY-125,TXN-COM-499,Change of contact number,resolved,2018-08-29
COM-500,PLY-125,TXN-COM-500,Online portal not working,resolved,2016-03-31
COM-501,PLY-125,TXN-COM-501,Portal stuck in middle,rejected,2018-02-25
COM-502,PLY-126,TXN-COM-502,Portal stuck in middle,resolved,2017-02-03
COM-503,PLY-126,TXN-COM-503,Renewal intimation letter not received,rejected,2016-10-14
COM-504,PLY-126,TXN-COM-504,Portal stuck in middle,resolved,2018-12-09
COM-505,PLY-126,TXN-COM-505,Change of contact number,resolved,2017-11-08
COM-506,PLY-126,TXN-COM-506,Change of mailing address,rejected,2018-10-04
COM-507,PLY-127,TXN-COM-507,Change of contact number,resolved,2016-06-24
COM-508,PLY-127,TXN-COM-508,Change of contact number,rejected,2016-12-25
COM-509,PLY-127,TXN-COM-509,Portal stuck in middle,resolved,2018-02-27
COM-510,PLY-128,TXN-COM-510,Portal stuck in middle,resolved,2018-10-13
COM-511,PLY-128,TXN-COM-511,Change of mailing address,resolved,2017-03-12
COM-512,PLY-128,TXN-COM-512,Change of contact number,rejected,2017-06-14
COM-513,PLY-128,TXN-COM-513,Portal stuck in middle,resolved,2018-04-14
COM-514,PLY-128,TXN-COM-514,Change of contact number,resolved,2015-10-01
COM-515,PLY-129,TXN-COM-515,Change of mailing address,resolved,2017-03-26
COM-516,PLY-129,TXN-COM-516,Renewal intimation letter not received,resolved,2018-06-15
COM-517,PLY-129,TXN-COM-517,Change of mailing address,resolved,2016-06-07
COM-518,PLY-130,TXN-COM-518,Change of contact number,resolved,2015-02-04
COM-519,PLY-130,TXN-COM-519,Change of contact number,resolved,2015-11-13
COM-520,PLY-130,TXN-COM-520,Change of contact number,rejected,2015-05-12
COM-521,PLY-130,TXN-COM-521,Change of mailing address,resolved,2016-01-26
COM-522,PLY-130,TXN-COM-522,Portal access,resolved,2017-10-20
COM-523,PLY-131,TXN-COM-523,Change of mailing address,resolved,2018-05-20
COM-524,PLY-131,TXN-COM-524,Change of mailing address,rejected,2016-12-22
COM-525,PLY-131,TXN-COM-525,Portal access,resolved,2018-07-22
COM-526,PLY-132,TXN-COM-526,Change of mailing address,resolved,2017-10-15
COM-527,PLY-132,TXN-COM-527,Renewal intimation letter not received,rejected,2017-11-02
COM-528,PLY-132,TXN-COM-528,Change of mailing address,resolved,2015-01-20
COM-529,PLY-132,TXN-COM-529,Portal stuck in middle,resolved,2017-08-24
COM-530,PLY-132,TXN-COM-530,Change of mailing address,resolved,2015-04-10
COM-531,PLY-133,TXN-COM-531,Change of contact number,resolved,2018-03-11
COM-532,PLY-133,TXN-COM-532,Online portal not working,rejected,2016-04-20
COM-533,PLY-133,TXN-COM-533,Portal access,resolved,2017-03-04
COM-534,PLY-134,TXN-COM-534,Portal stuck in middle,resolved,2018-12-15
COM-535,PLY-134,TXN-COM-535,Renewal intimation letter not received,rejected,2017-03-20
COM-536,PLY-134,TXN-COM-536,Change of contact number,resolved,2015-12-06
COM-537,PLY-134,TXN-COM-537,Change of contact number,resolved,2018-09-08
COM-538,PLY-134,TXN-COM-538,Online portal not working,resolved,2015-11-29
COM-539,PLY-135,TXN-COM-539,Change of contact number,resolved,2016-09-16
COM-540,PLY-135,TXN-COM-540,Portal stuck in middle,resolved,2017-03-11
COM-541,PLY-135,TXN-COM-541,Change of contact number,resolved,2018-05-28
COM-542,PLY-136,TXN-COM-542,Online portal not working,resolved,2015-08-18
COM-543,PLY-136,TXN-COM-543,Online portal not working,resolved,2015-11-13
COM-544,PLY-136,TXN-COM-544,Renewal intimation letter not received,resolved,2017-10-11
COM-545,PLY-136,TXN-COM-545,Portal stuck in middle,resolved,2017-08-11
COM-546,PLY-136,TXN-COM-546,Change of contact number,rejected,2015-10-03
COM-547,PLY-137,TXN-COM-547,Portal access,resolved,2018-05-15
COM-548,PLY-137,TXN-COM-548,Online portal not working,resolved,2018-06-21
COM-549,PLY-137,TXN-COM-549,Portal access,resolved,2016-11-04
COM-550,PLY-138,TXN-COM-550,Portal stuck in middle,rejected,2017-01-17
COM-551,PLY-138,TXN-COM-551,Portal access,resolved,2017-07-10
COM-552,PLY-138,TXN-COM-552,Change of mailing address,resolved,2016-11-26
COM-553,PLY-138,TXN-COM-553,Change of mailing address,resolved,2015-03-10
COM-554,PLY-138,TXN-COM-554,Portal stuck in middle,rejected,2017-02-26
COM-555,PLY-139,TXN-COM-555,Online portal not working,resolved,2018-10-06
COM-556,PLY-139,TXN-COM-556,Online portal not working,resolved,2017-03-27
COM-557,PLY-139,TXN-COM-557,Renewal intimation letter not received,resolved,2017-08-18
COM-558,PLY-140,TXN-COM-558,Renewal intimation letter not received,resolved,2018-02-21
COM-559,PLY-140,TXN-COM-559,Portal stuck in middle,resolved,2015-12-07
COM-560,PLY-140,TXN-COM-560,Change of mailing address,resolved,2017-06-26
COM-561,PLY-140,TXN-COM-561,Online portal not working,resolved,2016-12-14
COM-562,PLY-140,TXN-COM-562,Portal access,resolved,2015-01-25
COM-563,PLY-141,TXN-COM-563,Online portal not working,resolved,2018-11-20
COM-564,PLY-141,TXN-COM-564,Change of mailing address,rejected,2017-01-13
COM-565,PLY-141,TXN-COM-565,Portal access,resolved,2016-11-05
COM-566,PLY-142,TXN-COM-566,Online portal not working,resolved,2016-12-12
COM-567,PLY-142,TXN-COM-567,Portal stuck in middle,rejected,2018-07-04
COM-568,PLY-142,TXN-COM-568,Change of contact number,rejected,2018-02-07
COM-569,PLY-142,TXN-COM-569,Change of contact number,rejected,2017-03-30
COM-570,PLY-142,TXN-COM-570,Portal stuck in middle,rejected,2018-11-15
COM-571,PLY-143,TXN-COM-571,Renewal intimation letter not received,rejected,2016-01-26
COM-572,PLY-143,TXN-COM-572,Change of mailing address,resolved,2018-10-18
COM-573,PLY-143,TXN-COM-573,Change of mailing address,resolved,2015-06-30
COM-574,PLY-144,TXN-COM-574,Renewal intimation letter not received,resolved,2016-07-06
COM-575,PLY-144,TXN-COM-575,Renewal intimation letter not received,rejected,2016-09-29
COM-576,PLY-144,TXN-COM-576,Change of mailing address,resolved,2015-02-03
COM-577,PLY-144,TXN-COM-577,Renewal intimation letter not received,resolved,2016-11-25
COM-578,PLY-144,TXN-COM-578,Change of contact number,resolved,2016-05-16
COM-579,PLY-145,TXN-COM-579,Change of contact number,resolved,2018-08-30
COM-580,PLY-145,TXN-COM-580,Portal stuck in middle,resolved,2018-01-18
COM-581,PLY-145,TXN-COM-581,Online portal not working,resolved,2015-06-13
COM-582,PLY-146,TXN-COM-582,Portal stuck in middle,resolved,2018-06-28
COM-583,PLY-146,TXN-COM-583,Portal access,resolved,2017-09-01
COM-584,PLY-146,TXN-COM-584,Renewal intimation letter not received,resolved,2017-03-17
COM-585,PLY-146,TXN-COM-585,Change of contact number,rejected,2015-12-20
COM-586,PLY-146,TXN-COM-586,Portal stuck in middle,resolved,2018-10-07
COM-587,PLY-147,TXN-COM-587,Change of contact number,resolved,2017-09-22
COM-588,PLY-147,TXN-COM-588,Renewal intimation letter not received,resolved,2015-07-10
COM-589,PLY-147,TXN-COM-589,Change of contact number,resolved,2017-05-27
COM-590,PLY-148,TXN-COM-590,Renewal intimation letter not received,resolved,2017-08-30
COM-591,PLY-148,TXN-COM-591,Online portal not working,resolved,2018-05-10
COM-592,PLY-148,TXN-COM-592,Renewal intimation letter not received,resolved,2018-08-30
COM-593,PLY-148,TXN-COM-593,Change of contact number,resolved,2018-09-17
COM-594,PLY-148,TXN-COM-594,Change of mailing address,resolved,2015-12-09
COM-595,PLY-149,TXN-COM-595,Change of mailing address,resolved,2017-06-26
COM-596,PLY-149,TXN-COM-596,Portal access,resolved,2015-11-23
COM-597,PLY-149,TXN-COM-597,Change of contact number,resolved,2018-11-14
COM-598,PLY-150,TXN-COM-598,Change of mailing address,rejected,2017-04-01
COM-599,PLY-150,TXN-COM-599,Portal stuck in middle,rejected,2016-12-03
COM-600,PLY-150,TXN-COM-600,Online portal not working,resolved,2018-09-20
COM-601,PLY-150,TXN-COM-601,Portal access,rejected,2015-05-29
COM-602,PLY-150,TXN-COM-602,Portal stuck in middle,resolved,2017-09-24
COM-603,PLY-151,TXN-COM-603,Online portal not working,resolved,2016-02-17
COM-604,PLY-151,TXN-COM-604,Portal access,resolved,2018-06-07
COM-605,PLY-151,TXN-COM-605,Change of mailing address,resolved,2018-08-13
COM-606,PLY-152,TXN-COM-606,Renewal intimation letter not received,rejected,2017-07-31
COM-607,PLY-152,TXN-COM-607,Portal access,resolved,2015-02-19
COM-608,PLY-152,TXN-COM-608,Change of contact number,resolved,2017-05-28
COM-609,PLY-152,TXN-COM-609,Change of contact number,resolved,2016-04-25
COM-610,PLY-152,TXN-COM-610,Change of contact number,resolved,2015-03-13
COM-611,PLY-153,TXN-COM-611,Portal access,resolved,2016-01-06
COM-612,PLY-153,TXN-COM-612,Change of contact number,resolved,2018-10-06
COM-613,PLY-153,TXN-COM-613,Change of contact number,resolved,2016-07-06
COM-614,PLY-154,TXN-COM-614,Change of mailing address,resolved,2017-01-04
COM-615,PLY-154,TXN-COM-615,Portal stuck in middle,resolved,2017-07-03
COM-616,PLY-154,TXN-COM-616,Portal stuck in middle,rejected,2015-09-13
COM-617,PLY-154,TXN-COM-617,Change of mailing address,resolved,2017-08-02
COM-618,PLY-154,TXN-COM-618,Change of contact number,resolved,2017-01-09
COM-619,PLY-155,TXN-COM-619,Change of mailing address,rejected,2017-12-15
COM-620,PLY-155,TXN-COM-620,Change of mailing address,resolved,2015-01-10
COM-621,PLY-155,TXN-COM-621,Portal stuck in middle,resolved,2015-06-29
COM-622,PLY-156,TXN-COM-622,Portal stuck in middle,resolved,2016-06-02
COM-623,PLY-156,TXN-COM-623,Portal stuck in middle,resolved,2016-01-18
COM-624,PLY-156,TXN-COM-624,Change of contact number,resolved,2015-10-25
COM-625,PLY-156,TXN-COM-625,Portal stuck in middle,resolved,2017-01-06
COM-626,PLY-156,TXN-COM-626,Portal access,resolved,2015-03-19
COM-627,PLY-157,TXN-COM-627,Portal stuck in middle,rejected,2017-10-23
COM-628,PLY-157,TXN-COM-628,Portal access,resolved,2017-06-20
COM-629,PLY-157,TXN-COM-629,Renewal intimation letter not received,resolved,2016-02-01
COM-630,PLY-158,TXN-COM-630,Portal access,rejected,2016-02-20
COM-631,PLY-158,TXN-COM-631,Change of mailing address,resolved,2015-02-16
COM-632,PLY-158,TXN-COM-632,Change of mailing address,resolved,2018-02-17
COM-633,PLY-158,TXN-COM-633,Change of mailing address,rejected,2017-01-17
COM-634,PLY-158,TXN-COM-634,Change of mailing address,resolved,2015-09-22
COM-635,PLY-159,TXN-COM-635,Renewal intimation letter not received,rejected,2015-01-21
COM-636,PLY-159,TXN-COM-636,Portal access,resolved,2017-03-08
COM-637,PLY-159,TXN-COM-637,Online portal not working,resolved,2017-12-17
COM-638,PLY-160,TXN-COM-638,Change of contact number,resolved,2016-11-09
COM-639,PLY-160,TXN-COM-639,Change of contact number,resolved,2018-09-17
COM-640,PLY-160,TXN-COM-640,Online portal not working,rejected,2015-11-02
COM-641,PLY-160,TXN-COM-641,Online portal not working,resolved,2017-01-22
COM-642,PLY-160,TXN-COM-642,Portal stuck in middle,resolved,2017-06-21
COM-643,PLY-161,TXN-COM-643,Portal access,resolved,2015-02-16
COM-644,PLY-161,TXN-COM-644,Portal access,rejected,2017-12-20
COM-645,PLY-161,TXN-COM-645,Change of contact number,resolved,2017-08-29
COM-646,PLY-162,TXN-COM-646,Online portal not working,rejected,2018-05-16
COM-647,PLY-162,TXN-COM-647,Online portal not working,rejected,2018-05-15
COM-648,PLY-162,TXN-COM-648,Change of mailing address,resolved,2018-06-06
COM-649,PLY-162,TXN-COM-649,Renewal intimation letter not received,resolved,2017-11-30
COM-650,PLY-162,TXN-COM-650,Renewal intimation letter not received,rejected,2017-01-03
COM-651,PLY-163,TXN-COM-651,Portal access,resolved,2018-02-11
COM-652,PLY-163,TXN-COM-652,Portal access,rejected,2018-12-09
COM-653,PLY-163,TXN-COM-653,Renewal intimation letter not received,resolved,2017-07-10
COM-654,PLY-164,TXN-COM-654,Change of contact number,resolved,2015-05-09
COM-655,PLY-164,TXN-COM-655,Online portal not working,resolved,2018-06-02
COM-656,PLY-164,TXN-COM-656,Portal access,resolved,2016-08-09
COM-657,PLY-164,TXN-COM-657,Change of mailing address,rejected,2017-08-14
COM-658,PLY-164,TXN-COM-658,Online portal not working,rejected,2018-04-10
COM-659,PLY-165,TXN-COM-659,Change of contact number,rejected,2017-05-14
COM-660,PLY-165,TXN-COM-660,Change of contact number,resolved,2016-05-01
COM-661,PLY-165,TXN-COM-661,Change of mailing address,resolved,2016-01-30
COM-662,PLY-166,TXN-COM-662,Portal stuck in middle,resolved,2017-08-06
COM-663,PLY-166,TXN-COM-663,Change of contact number,resolved,2016-01-31
COM-664,PLY-166,TXN-COM-664,Renewal intimation letter not received,resolved,2017-12-12
COM-665,PLY-166,TXN-COM-665,Online portal not working,resolved,2016-07-21
COM-666,PLY-166,TXN-COM-666,Renewal intimation letter not received,rejected,2015-08-07
COM-667,PLY-167,TXN-COM-667,Online portal not working,resolved,2018-05-27
COM-668,PLY-167,TXN-COM-668,Online portal not working,rejected,2018-01-30
COM-669,PLY-167,TXN-COM-669,Change of contact number,resolved,2016-06-23
COM-670,PLY-168,TXN-COM-670,Renewal intimation letter not received,resolved,2016-03-27
COM-671,PLY-168,TXN-COM-671,Change of contact number,resolved,2017-09-26
COM-672,PLY-168,TXN-COM-672,Change of mailing address,resolved,2015-11-05
COM-673,PLY-168,TXN-COM-673,Online portal not working,resolved,2017-11-18
COM-674,PLY-168,TXN-COM-674,Portal stuck in middle,rejected,2016-06-13
COM-675,PLY-169,TXN-COM-675,Online portal not working,rejected,2016-01-24
COM-676,PLY-169,TXN-COM-676,Portal access,resolved,2017-07-11
COM-677,PLY-169,TXN-COM-677,Portal access,resolved,2018-02-20
COM-678,PLY-170,TXN-COM-678,Portal access,resolved,2017-02-11
COM-679,PLY-170,TXN-COM-679,Portal stuck in middle,resolved,2016-01-26
COM-680,PLY-170,TXN-COM-680,Portal stuck in middle,resolved,2017-08-14
COM-681,PLY-170,TXN-COM-681,Portal access,resolved,2017-02-25
COM-682,PLY-170,TXN-COM-682,Change of contact number,resolved,2016-05-18
COM-683,PLY-171,TXN-COM-683,Change of mailing address,resolved,2016-07-02
COM-684,PLY-171,TXN-COM-684,Online portal not working,resolved,2017-09-25
COM-685,PLY-171,TXN-COM-685,Renewal intimation letter not received,rejected,2018-04-09
COM-686,PLY-172,TXN-COM-686,Online portal not working,resolved,2015-09-30
COM-687,PLY-172,TXN-COM-687,Change of mailing address,resolved,2017-09-15
COM-688,PLY-172,TXN-COM-688,Change of contact number,resolved,2018-05-15
COM-689,PLY-172,TXN-COM-689,Portal stuck in middle,resolved,2016-03-03
COM-690,PLY-172,TXN-COM-690,Change of mailing address,resolved,2016-11-02
COM-691,PLY-173,TXN-COM-691,Portal stuck in middle,resolved,2016-10-21
COM-692,PLY-173,TXN-COM-692,Portal access,resolved,2017-03-28
COM-693,PLY-173,TXN-COM-693,Change of contact number,resolved,2017-08-12
COM-694,PLY-174,TXN-COM-694,Change of contact number,resolved,2017-06-19
COM-695,PLY-174,TXN-COM-695,Change of contact number,resolved,2016-06-26
COM-696,PLY-174,TXN-COM-696,Renewal intimation letter not received,resolved,2015-04-14
COM-697,PLY-174,TXN-COM-697,Change of contact number,resolved,2018-10-19
COM-698,PLY-174,TXN-COM-698,Portal access,rejected,2015-02-10
COM-699,PLY-175,TXN-COM-699,Portal stuck in middle,rejected,2017-06-24
COM-700,PLY-175,TXN-COM-700,Renewal intimation letter not received,resolved,2018-01-16
COM-701,PLY-175,TXN-COM-701,Change of mailing address,resolved,2015-04-13
COM-702,PLY-176,TXN-COM-702,Renewal intimation letter not received,resolved,2016-09-21
COM-703,PLY-176,TXN-COM-703,Change of mailing address,resolved,2015-02-17
COM-704,PLY-176,TXN-COM-704,Renewal intimation letter not received,resolved,2017-01-01
COM-705,PLY-176,TXN-COM-705,Portal stuck in middle,resolved,2018-04-22
COM-706,PLY-176,TXN-COM-706,Change of contact number,resolved,2017-01-29
COM-707,PLY-177,TXN-COM-707,Portal access,rejected,2017-01-13
COM-708,PLY-177,TXN-COM-708,Change of mailing address,rejected,2015-06-07
COM-709,PLY-177,TXN-COM-709,Online portal not working,resolved,2018-03-17
COM-710,PLY-178,TXN-COM-710,Change of mailing address,rejected,2015-12-06
COM-711,PLY-178,TXN-COM-711,Portal stuck in middle,resolved,2018-04-24
COM-712,PLY-178,TXN-COM-712,Change of mailing address,resolved,2015-09-06
COM-713,PLY-178,TXN-COM-713,Portal access,resolved,2015-04-15
COM-714,PLY-178,TXN-COM-714,Portal access,resolved,2018-10-02
